transaction_id,agency,transaction_type,vendor_or_employee,amount,transaction_date,status,error_flag,anomaly
302823,Health,Payroll,"Wright, Richards and Hill",499400.97,2025-02-02,Pending,False,-1
302852,Transportation,Procurement,Mueller-Munoz,498971.27,2024-09-26,Approved,False,-1
303130,Health,Procurement,Medina-Nelson,498035.76,2025-09-19,Approved,False,-1
303199,Defense,Inspection,Chaney-Miles,499831.71,2024-12-08,Pending,False,-1
303201,Transportation,Payroll,Anderson Group,942.74,2025-04-07,Pending,False,-1
303247,Health,Payroll,"Allen, Jones and Randall",498203.82,2025-02-14,Rejected,False,-1
303351,Education,Payroll,Morris-Conway,1594.06,2024-12-11,Pending,False,-1
303385,Transportation,Procurement,"Joseph, Young and King",2366.24,2025-06-16,Rejected,False,-1
303386,Defense,Inspection,Flynn PLC,498806.5,2024-08-07,Pending,False,-1
303805,Transportation,Payroll,Hernandez PLC,2825.24,2025-06-08,Pending,False,-1
303968,Transportation,Procurement,"Werner, Knight and Morris",498932.21,2026-01-30,Pending,False,-1
304024,Defense,Benefits,"Hernandez, Sweeney and Baker",484.16,2026-01-25,Rejected,False,-1
304150,Health,Benefits,"Wilson, Meza and Tran",498900.56,2025-07-05,Rejected,False,-1
304230,Education,Procurement,Torres-Meadows,313.25,2024-02-18,Pending,False,-1
304233,Transportation,Benefits,"Harris, May and Black",498846.63,2024-07-01,Approved,False,-1
304312,Defense,Procurement,Jordan PLC,1240.3,2025-09-20,Pending,False,-1
304452,Health,Payroll,Smith PLC,2573.25,2024-10-06,Rejected,False,-1
304669,Education,Payroll,Steele-Caldwell,2197.8,2024-10-28,Rejected,False,-1
304691,Education,Procurement,"Butler, Jones and Jensen",499418.74,2024-02-25,Rejected,False,-1
304733,Transportation,Procurement,Pierce-Ponce,2361.99,2024-08-21,Approved,False,-1
304778,Health,Payroll,Rose PLC,1846.29,2024-05-28,Pending,False,-1
304836,Transportation,Inspection,"Allen, Moody and Bass",1326.97,2024-07-17,Approved,False,-1
305078,Health,Payroll,Arnold-Adams,639.85,2024-02-19,Pending,False,-1
305187,Defense,Procurement,Garner-Moore,498516.5,2025-07-10,Rejected,False,-1
305195,Transportation,Inspection,Delgado PLC,499201.5,2025-11-29,Rejected,False,-1
305371,Education,Payroll,"Harmon, Turner and Hahn",1887.44,2026-01-11,Pending,False,-1
305513,Transportation,Inspection,"Gallegos, Smith and Simpson",1589.82,2024-05-21,Pending,False,-1
305595,Defense,Benefits,Boone-Foster,511.06,2024-02-21,Approved,False,-1
305645,Education,Benefits,Gregory Ltd,497879.3,2025-09-23,Pending,False,-1
305672,Defense,Benefits,Hoffman-Hudson,499754.46,2025-07-10,Approved,False,-1
305763,Transportation,Benefits,Rodriguez-Thompson,409.46,2025-12-28,Pending,False,-1
305860,Defense,Procurement,"Moody, Mercado and Ramsey",1211.76,2024-11-18,Pending,False,-1
305863,Health,Procurement,Arnold-Johnson,498643.52,2024-10-04,Rejected,False,-1
305892,Defense,Benefits,"Cantrell, Jimenez and Davis",499761.11,2025-03-22,Pending,False,-1
305921,Defense,Benefits,Rivera LLC,590.01,2025-06-02,Approved,False,-1
305974,Transportation,Inspection,Bryant-Wilson,655.62,2025-09-15,Pending,False,-1
306019,Health,Procurement,"Bailey, Jackson and Smith",2797.02,2024-07-09,Approved,False,-1
306126,Education,Procurement,Romero and Sons,2609.66,2025-05-27,Approved,False,-1
306150,Defense,Payroll,Hayes-Wise,498721.33,2024-12-18,Rejected,False,-1
306201,Transportation,Procurement,Pacheco-Daniel,312.05,2026-01-12,Rejected,False,-1
306248,Defense,Procurement,"Stewart, Brown and Scott",555.05,2024-09-05,Approved,False,-1
306376,Education,Inspection,"Castillo, Kelley and Mcneil",767.57,2024-07-19,Rejected,False,-1
306417,Transportation,Inspection,"Savage, Aguilar and Jones",499145.66,2024-04-19,Approved,False,-1
306451,Health,Inspection,Nguyen LLC,2782.97,2024-07-08,Approved,False,-1
306492,Defense,Payroll,"Rosario, Wilson and Jenkins",370.84,2025-07-17,Approved,False,-1
306507,Transportation,Procurement,Lopez-Thompson,499350.42,2024-07-07,Pending,False,-1
306529,Education,Procurement,"Monroe, Powell and Gutierrez",498893.75,2025-11-08,Rejected,False,-1
306587,Transportation,Procurement,Green Ltd,640.68,2024-07-12,Pending,False,-1
306601,Defense,Benefits,Jones-Smith,1619.4,2025-01-29,Rejected,False,-1
306649,Defense,Procurement,Lucero LLC,499705.96,2024-03-24,Approved,False,-1
306930,Transportation,Benefits,Walker-Norman,1108.91,2024-12-24,Pending,False,-1
307088,Education,Benefits,Morrison and Sons,1658.04,2025-05-02,Pending,False,-1
307485,Transportation,Payroll,"Andersen, Wallace and Collins",498077.5,2025-03-16,Pending,False,-1
307530,Education,Inspection,"Watts, Allen and Meyer",2284.03,2025-04-14,Rejected,False,-1
307628,Transportation,Procurement,"Hall, Rogers and Haynes",2858.75,2024-05-30,Rejected,False,-1
307636,Defense,Procurement,Bentley and Sons,499218.48,2024-11-23,Pending,False,-1
307892,Education,Benefits,"Stephens, Joseph and Barton",498788.5,2025-10-25,Pending,False,-1
308003,Education,Payroll,Perry-Beltran,499041.12,2025-05-21,Rejected,False,-1
308168,Defense,Benefits,"Baker, Sharp and Coleman",1526.73,2024-06-14,Approved,False,-1
308202,Health,Payroll,Palmer PLC,499091.49,2025-06-26,Rejected,False,-1
308331,Transportation,Payroll,"Reese, Miller and Taylor",1735.52,2025-05-05,Rejected,False,-1
308364,Transportation,Inspection,Banks Ltd,498178.64,2025-05-23,Approved,False,-1
308569,Education,Procurement,Berry-Dean,2746.09,2025-06-29,Pending,False,-1
308575,Health,Procurement,"Perkins, Norman and Fernandez",2390.93,2025-10-30,Approved,False,-1
308868,Transportation,Inspection,Brown-Chan,2437.94,2024-09-06,Pending,False,-1
309082,Health,Procurement,Howard Group,499876.84,2024-07-06,Approved,False,-1
309232,Transportation,Benefits,Morales Group,826.97,2025-04-27,Pending,False,-1
309393,Education,Procurement,Chen-Cummings,2918.04,2025-09-20,Rejected,False,-1
309404,Transportation,Procurement,Ward PLC,499138.37,2024-04-14,Rejected,False,-1
309562,Transportation,Procurement,"Blanchard, Harvey and Davis",498402.77,2025-07-26,Rejected,False,-1
309614,Education,Payroll,Case-Hill,2215.12,2025-03-02,Pending,False,-1
309626,Health,Payroll,Davidson-Rhodes,457.25,2026-02-08,Approved,False,-1
309693,Transportation,Benefits,Chang-Andrews,1710.96,2025-11-05,Approved,False,-1
309765,Transportation,Payroll,Davis-Beck,1538.82,2025-02-03,Pending,False,-1
309858,Education,Payroll,"Valdez, Anderson and Dyer",499498.72,2025-05-31,Pending,False,-1
310042,Transportation,Payroll,Robinson-Robbins,498944.69,2026-01-13,Approved,False,-1
310277,Health,Benefits,"Petersen, Camacho and Caldwell",1927.93,2025-07-13,Rejected,False,-1
310315,Health,Payroll,Cooper LLC,245.51,2025-04-04,Pending,False,-1
310373,Health,Benefits,Turner-Walker,893.84,2025-02-14,Approved,False,-1
310427,Transportation,Payroll,Torres-Miller,498594.47,2025-02-27,Rejected,False,-1
310527,Health,Benefits,Hogan and Sons,1256.3,2024-03-17,Rejected,False,-1
310799,Education,Inspection,"Cooper, Berger and Colon",498781.54,2025-02-03,Rejected,False,-1
310839,Transportation,Inspection,Schneider-Perez,498481.26,2025-11-02,Pending,False,-1
311363,Health,Payroll,"Murillo, Byrd and Brown",1637.38,2024-12-10,Pending,False,-1
311375,Health,Payroll,"Dickson, Davidson and Andrade",2942.28,2024-02-22,Pending,False,-1
311382,Health,Benefits,Burns-Cook,541.08,2024-10-02,Rejected,False,-1
311429,Health,Payroll,"Scott, Ewing and Carson",2204.29,2025-09-04,Pending,False,-1
311472,Education,Benefits,Noble PLC,498947.82,2024-11-06,Pending,False,-1
311490,Transportation,Payroll,Perez-Mendoza,335.11,2025-12-01,Rejected,False,-1
311654,Health,Payroll,Miller-Booker,2848.18,2025-12-27,Approved,False,-1
311655,Education,Inspection,Hall-Berg,3032.15,2024-06-08,Pending,False,-1
311712,Transportation,Procurement,Alvarez LLC,991.77,2024-08-11,Rejected,False,-1
311804,Education,Procurement,Moore Inc,499611.67,2025-11-21,Rejected,False,-1
311854,Education,Payroll,"Wright, Rodriguez and Parker",2953.53,2024-08-11,Rejected,False,-1
311928,Transportation,Inspection,Mills-Schmidt,1387.58,2024-12-05,Rejected,False,-1
311950,Health,Payroll,Duncan-West,499655.95,2025-09-16,Approved,False,-1
312016,Health,Inspection,Welch Inc,2035.13,2024-10-05,Pending,False,-1
312304,Defense,Inspection,Keller and Sons,1526.6,2025-07-30,Pending,False,-1
312334,Education,Procurement,Howell PLC,888.01,2025-07-28,Rejected,False,-1
312543,Transportation,Procurement,Foster-Allen,498085.78,2024-07-06,Rejected,False,-1
312639,Education,Procurement,Stevens-Fletcher,1681.37,2024-09-21,Approved,False,-1
312730,Transportation,Benefits,Strickland-Horton,1893.27,2025-09-15,Pending,False,-1
312814,Health,Procurement,"Marquez, Logan and Myers",498606.55,2025-08-24,Rejected,False,-1
312835,Health,Payroll,"Taylor, Myers and Wall",3016.42,2025-02-03,Rejected,False,-1
312995,Health,Inspection,Reeves-Stone,498411.63,2024-08-10,Pending,False,-1
313011,Transportation,Payroll,Hanna-Hoffman,2248.78,2024-11-15,Rejected,False,-1
313047,Defense,Benefits,Olson-Blankenship,568.81,2025-05-12,Rejected,False,-1
313075,Defense,Inspection,Baldwin-Bates,710.0,2024-03-03,Rejected,False,-1
313096,Defense,Payroll,Willis-Dillon,498620.41,2025-10-21,Pending,False,-1
313240,Health,Procurement,Parks and Sons,2561.7,2025-08-28,Approved,False,-1
313306,Health,Payroll,Price-Cruz,498804.39,2024-05-16,Rejected,False,-1
313363,Defense,Payroll,Coleman Inc,498817.51,2025-10-23,Pending,False,-1
313379,Education,Procurement,Mathews-Boyer,1527.07,2024-06-06,Approved,False,-1
313428,Health,Benefits,Alexander Ltd,498134.97,2025-07-28,Pending,False,-1
313686,Defense,Benefits,Townsend-Williams,2434.14,2024-07-14,Approved,False,-1
313809,Health,Benefits,Ryan-Brooks,908.29,2025-11-25,Pending,False,-1
313810,Transportation,Procurement,Pittman Ltd,432.92,2024-07-18,Approved,False,-1
313968,Health,Benefits,"Walters, Perkins and Gregory",1274.22,2024-09-16,Pending,False,-1
314141,Education,Procurement,"Williams, Williamson and Day",3127.13,2024-12-23,Pending,False,-1
314414,Transportation,Payroll,"Goodwin, Mason and Smith",2738.28,2024-09-06,Rejected,False,-1
314423,Defense,Benefits,Mcneil and Sons,499404.02,2025-02-15,Approved,False,-1
314541,Transportation,Procurement,Rice-Tran,1285.07,2025-03-21,Rejected,False,-1
314731,Transportation,Inspection,"Tran, Holden and Romero",499715.09,2024-05-01,Pending,False,-1
314765,Transportation,Procurement,"Mcintosh, Proctor and Campbell",2345.95,2024-11-28,Rejected,False,-1
314771,Defense,Benefits,"Alvarez, Hull and Anderson",1771.86,2024-10-28,Approved,False,-1
314842,Defense,Procurement,"Dominguez, Mcdaniel and Young",499535.41,2025-06-03,Approved,False,-1
315036,Health,Payroll,Harris-Wright,499645.11,2024-03-13,Pending,False,-1
315102,Transportation,Benefits,Stephens Ltd,498794.86,2024-06-07,Rejected,False,-1
315117,Education,Benefits,Moore and Sons,498620.53,2024-03-23,Rejected,False,-1
315212,Health,Inspection,Jensen-Davis,2676.97,2025-06-04,Rejected,False,-1
315378,Defense,Payroll,"Snyder, Robertson and Davis",498094.13,2025-07-05,Pending,False,-1
315473,Transportation,Inspection,Smith-Moore,499295.95,2025-11-24,Approved,False,-1
315480,Health,Benefits,Mason and Sons,2856.6,2025-06-04,Rejected,False,-1
315595,Defense,Benefits,"Jensen, Burnett and Boone",383.45,2025-10-27,Rejected,False,-1
315734,Transportation,Benefits,"Daniels, Bailey and Kaiser",499387.33,2024-11-07,Pending,False,-1
315738,Health,Procurement,"Kline, Collins and Doyle",330.46,2024-12-25,Pending,False,-1
315776,Health,Benefits,Wood-Harrison,1803.01,2024-09-07,Approved,False,-1
315789,Education,Benefits,"Ray, Newton and Caldwell",1916.33,2024-04-17,Approved,False,-1
315862,Defense,Inspection,Bailey Group,618.8,2025-12-17,Rejected,False,-1
316143,Defense,Inspection,Nguyen LLC,498851.23,2025-09-21,Pending,False,-1
316223,Transportation,Benefits,"Sandoval, Whitney and Palmer",2163.63,2024-06-12,Rejected,False,-1
316266,Health,Payroll,Horne and Sons,1611.82,2024-11-17,Pending,False,-1
316340,Education,Inspection,Jennings and Sons,2164.07,2024-10-22,Rejected,False,-1
316484,Health,Procurement,Ibarra-Buchanan,2777.69,2025-11-10,Rejected,False,-1
316577,Health,Payroll,Gonzales-Mcknight,1597.3,2024-04-16,Rejected,False,-1
316609,Health,Payroll,"Jones, Gonzalez and Aguilar",1248.16,2024-12-26,Pending,False,-1
316647,Health,Procurement,Tate Inc,498044.84,2024-08-19,Pending,False,-1
316846,Education,Procurement,Patel-Smith,275.07,2024-09-03,Pending,False,-1
316924,Transportation,Payroll,"King, Hernandez and Snyder",485.22,2024-03-27,Approved,False,-1
316970,Transportation,Inspection,Baird Ltd,1540.12,2025-10-18,Pending,False,-1
317036,Transportation,Benefits,"Perez, Hobbs and Frey",498714.68,2025-02-07,Rejected,False,-1
317094,Health,Procurement,Gomez-Gutierrez,2301.32,2025-03-17,Approved,False,-1
317217,Transportation,Inspection,Brown-Robinson,499539.67,2024-03-23,Pending,False,-1
317220,Defense,Payroll,"Mcgee, Carter and Thomas",498466.43,2026-01-09,Rejected,False,-1
317235,Defense,Inspection,Smith LLC,841.1,2025-04-05,Rejected,False,-1
317261,Health,Payroll,Pratt-Gomez,499499.99,2024-07-23,Pending,False,-1
317413,Health,Procurement,"Weber, Henderson and Gutierrez",499031.28,2024-07-13,Pending,False,-1
317850,Health,Procurement,"Ramos, Paul and Rose",498783.92,2024-09-07,Pending,False,-1
318027,Transportation,Benefits,Day-Vargas,684.22,2025-10-22,Approved,False,-1
318097,Health,Payroll,Jenkins and Sons,499898.86,2024-08-22,Pending,False,-1
318297,Defense,Benefits,Yoder-Sanders,1889.67,2025-07-21,Pending,False,-1
318364,Health,Procurement,Hawkins LLC,497939.99,2024-12-10,Pending,False,-1
318417,Education,Procurement,Gordon PLC,499759.56,2026-01-01,Pending,False,-1
318511,Education,Inspection,Steele Inc,212.55,2025-12-01,Rejected,False,-1
318559,Transportation,Procurement,Davis-Carter,499572.13,2024-12-22,Pending,False,-1
318593,Health,Inspection,Moore Inc,499579.88,2026-02-02,Rejected,False,-1
318692,Defense,Payroll,"Padilla, Bradford and Melendez",224.35,2025-10-16,Pending,False,-1
318721,Transportation,Payroll,"Thomas, Reynolds and Reed",683.82,2026-01-04,Approved,False,-1
318766,Defense,Benefits,"Harris, Peterson and Murphy",1287.22,2024-10-13,Pending,False,-1
318772,Defense,Inspection,"Yoder, Vega and Ray",2703.1,2024-03-19,Pending,False,-1
318871,Transportation,Inspection,Ellis-Mclean,1701.19,2024-03-28,Approved,False,-1
319008,Health,Procurement,Rogers Group,2975.7,2025-11-02,Pending,False,-1
319010,Defense,Payroll,Pennington Group,470.76,2024-11-07,Rejected,False,-1
319108,Defense,Payroll,"Wright, Duke and Brown",498089.4,2025-11-14,Pending,False,-1
319162,Defense,Inspection,Mitchell Inc,592.67,2025-04-14,Pending,False,-1
319187,Education,Inspection,"Mcgee, Reynolds and Combs",522.52,2024-11-12,Rejected,False,-1
319366,Education,Procurement,Wiggins Inc,2114.85,2024-08-18,Approved,False,-1
319369,Health,Inspection,"Parker, Turner and Ellis",499434.28,2025-12-24,Pending,False,-1
319419,Education,Benefits,"Holloway, Adams and Martinez",498952.1,2025-10-08,Approved,False,-1
319578,Education,Benefits,Ross Inc,986.47,2025-06-29,Rejected,False,-1
319714,Education,Procurement,Cortez-Roberts,2355.65,2024-04-10,Approved,False,-1
319871,Defense,Inspection,Watkins LLC,2092.47,2025-08-29,Rejected,False,-1
320026,Transportation,Procurement,"Wilson, Miller and Green",499589.03,2025-01-24,Pending,False,-1
320168,Transportation,Procurement,"Marshall, Bailey and Kane",499193.16,2025-02-20,Pending,False,-1
320318,Defense,Benefits,"Parker, Murphy and Burgess",1846.12,2025-10-26,Pending,False,-1
320392,Defense,Benefits,Graves-Watts,2885.24,2025-10-28,Rejected,False,-1
320424,Health,Procurement,"Hansen, Wright and Anderson",2887.74,2025-07-17,Approved,False,-1
320477,Health,Benefits,Walker-Williams,498248.78,2026-01-07,Rejected,False,-1
320509,Health,Procurement,"Benson, Kennedy and Roman",2329.83,2024-10-25,Pending,False,-1
320543,Education,Payroll,"Romero, Murphy and Mccormick",2996.31,2025-03-17,Rejected,False,-1
320551,Health,Procurement,Deleon PLC,498691.53,2025-01-24,Pending,False,-1
320617,Transportation,Inspection,"Nelson, Clark and Franklin",498461.36,2024-10-14,Approved,False,-1
320648,Health,Benefits,"Farrell, Taylor and Arias",498481.75,2024-06-19,Rejected,False,-1
320651,Defense,Benefits,Peterson-Nelson,1823.89,2024-10-04,Approved,False,-1
320787,Transportation,Inspection,"Lee, Jones and Roach",498549.74,2025-06-02,Approved,False,-1
320813,Defense,Payroll,Morrow PLC,498320.76,2025-03-21,Rejected,False,-1
320931,Education,Benefits,Hamilton-Malone,1961.84,2025-03-26,Pending,False,-1
321052,Education,Inspection,Trujillo-Torres,498071.77,2024-06-08,Approved,False,-1
321094,Defense,Inspection,"Walker, Simpson and Thomas",726.87,2025-12-28,Pending,False,-1
321246,Health,Procurement,"Fields, Maxwell and Hebert",498189.31,2025-05-20,Rejected,False,-1
321517,Defense,Procurement,White Inc,649.22,2024-03-31,Pending,False,-1
321736,Health,Procurement,"Durham, Taylor and Romero",499819.01,2025-07-28,Pending,False,-1
321800,Education,Procurement,"Davis, Smith and Brooks",591.62,2025-07-02,Rejected,False,-1
321844,Health,Payroll,Chaney Inc,2481.38,2025-04-21,Rejected,False,-1
322032,Health,Inspection,Brown-Phillips,499614.83,2026-01-02,Pending,False,-1
322065,Transportation,Inspection,Kelly LLC,2510.23,2024-08-15,Approved,False,-1
322147,Health,Procurement,Fisher-Robinson,499660.02,2025-08-16,Rejected,False,-1
322256,Transportation,Benefits,"Barry, Acosta and Ibarra",2663.25,2024-03-14,Approved,False,-1
322268,Transportation,Procurement,Shelton Ltd,498205.75,2025-12-01,Rejected,False,-1
322413,Education,Payroll,"Rivera, Steele and Alexander",320.98,2024-11-16,Pending,False,-1
322433,Health,Procurement,Moore-Blevins,498032.53,2024-10-17,Pending,False,-1
322517,Health,Inspection,"Richards, Herrera and Pearson",2313.21,2025-05-26,Approved,False,-1
322654,Health,Payroll,Soto Group,3022.99,2024-04-12,Approved,False,-1
322787,Transportation,Procurement,"Vance, Nixon and Wright",722.91,2024-06-10,Approved,False,-1
322957,Transportation,Benefits,Harvey and Sons,1452.81,2024-06-28,Pending,False,-1
323060,Education,Procurement,"Barnett, Miller and Martinez",2498.78,2024-11-26,Pending,False,-1
323085,Health,Payroll,"Smith, Pugh and Morris",499633.92,2025-12-05,Approved,False,-1
323166,Defense,Inspection,"Anthony, Erickson and Ward",499026.65,2025-01-22,Rejected,False,-1
323242,Defense,Inspection,Smith-Ellis,499436.17,2025-12-20,Pending,False,-1
323315,Health,Inspection,Yang Ltd,499818.45,2024-09-22,Rejected,False,-1
323525,Education,Payroll,Oconnell-Smith,1114.44,2025-07-19,Approved,False,-1
323626,Education,Benefits,"Castillo, Duncan and Lopez",1481.01,2025-09-09,Rejected,False,-1
323680,Health,Procurement,"Mendez, Ramirez and Lee",322.48,2024-09-30,Approved,False,-1
323696,Transportation,Payroll,"Lindsey, Hampton and Jennings",2537.94,2026-01-19,Rejected,False,-1
323963,Defense,Benefits,Reilly-Smith,1710.36,2024-12-27,Rejected,False,-1
